Food_Name,GI,GL,Serving_Size,Carbs_per_Serve,Category
"Snack Right Fruit Slice, Mixed berry",50,,,,20
"Snack Right Fruit Slice, Original Sultana (97% fat-free)",48,,,,20
"Snack Right Fruit Slice, Sultana with chocolate",45,,,,20
"Snickers® Marathon Energy bar, Chewy Chocolate Peanut flavor",36,,,,25
"Snickers® Marathon Energy bar, Peanut Butter flavor",34,,,,25
"Snickers® Marathon Low Carb Lifestyle Energy bar, Chocolate Fudge Brownie flavor",20,,,,25
"Snickers® Marathon Low Carb Lifestyle Energy bar, Peanut Butter flavor",21,,,,25
"Snickers® Marathon Nutrition bar, Honey & Roasted Almond flavor",41,,,,25
"Snickers® Marathon Protein Performance bar, Caramel Nut Rush flavor",26,,,,25
"Snickers® Marathon Protein Performance bar, Chocolate Nut Burst flavor",32,,,,25
"Snow Pear Red Ginseng Brown Sugar, contains 2.2% Phytolin®",45,,,,5
"Soft pretzel, soy",39,,,,15
SoLo GI Berry Bliss Nutrition bar,29,,,,25
SoLo GI Berry Bliss Snack bar,29,,,,25
SoLo GI Chocolate Charger Nutrition bar,28,,,,25
SoLo GI Chocolate Charger Snack bar,28,,,,25
SoLo GI Lemon Lift Nutrition bar,29,,,,25
SoLo GI Lemon Lift Snack bar,29,,,,25
SoLo GI Mint Mania Nutrition bar,23,,,,25
SoLo GI Mint Mania Snack bar,23,,,,25
SoLo GI Peanut Power Nutrition bar,27,,,,25
SoLo GI Peanut Power Snack bar,27,,,,25
Sourdough bread #,55,,,,15
"Sourdough bread, made with wholemeal wheat flour and prepared with Lactobacillus brevis combined with Saccharomyces cerevisiae var. chevalieri starter",50,,,,15
Sourdough rye bread,48,,,,15
Sourdough wheat bread,54,,,,15
Soy & Linseed bread (made from packet mix cooked in bread maker),50,,,,15
"Soy based snack product, SoyCarat Nori & Natto flavor",37,,,,25
"Soy based snack product, SoyCarat Olive Oil & Garlic flavor",41,,,,25
"Soy beverage (Grupo Leche Pascual, Aranda de Duero, Spain)8 #",17,,,,25
"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™",40,,,,25
"Soy Beverage, Chocolate flavored, President's Choice® Blue Menu™",40,,,,20
"Soy Beverage, Original flavored, President's Choice® Blue Menu™",15,,,,25
"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™",28,,,,25
"Soy Beverage, Vanilla flavored, President's Choice® Blue Menu™",28,,,,20
"Soy Crunch Multi-Grain Cereal, President’s Choice® Blue Menu™",47,,,,20
Soy flour bread,40,,,,15
"Soy Joy Fruit & Soy Bar®, Apple",19,,,,25
"Soy Joy Fruit & Soy Bar®, Apricot",27,,,,25
"Soy Joy Fruit & Soy Bar®, Chocolate Orange",41,,,,25
"Soy Joy Fruit & Soy Bar®, Mango Coconut",28,,,,25
"Soy Joy Fruit & Soy Bar®, Plum + Fe",25,,,,25
"Soy Joy Fruit & Soy Bar®, Plum + Folic acid",27,,,,25
"Soy Joy Fruit & Soy Bar®, Raisin Almond",28,,,,25
"Soy Joy Fruit & Soy Bar®, Sanzashi",29,,,,25
"Soy Joy Fruit & Soy Bar®, Strawberry",33,,,,25
"Soy milk beverage, Original flavored, President's Choice® Blue Menu™",15,,,,20
"Soy milk, full-fat (3%), 120 mg calcium, Calciforte",41,,,,20
"Soy milk, full-fat (3%), Calciforte, 120 mg calcium, with maltodextrin",36,,,,20
"Soy milk, full-fat (3%), Original, 0 mg calcium, with maltodextrin",44,,,,20
"Soy milk, full-fat, with sucrose",31,,,,20
"Soy milk, low-fat (0.7%), Vitasoy® Light Original",45,,,,20
"Soy milk, reduced-fat (1.5%), 120 mg calcium, Light, containing maltodextrin",44,,,,20
"Soy milk, reduced-fat (1.5%), Vitasoy® Lush, Chocolate",31,,,,20
"Soy milk, reduced-fat (1.5%), Vitasoy® Lush, Vanilla",31,,,,20
"Soy milk, reduced-fat (1.5%), Vitasoy® So Milky Lite",17,,,,20
"Soy milk, reduced-fat (1.8%), 120 mg calcium, Vitasoy® Premium Vitality+",18,,,,20
"Soy milk, Vitasoy® Organic",43,,,,20
"Soy milk, Vitasoy® So Milky Regular",21,,,,20
"Soy yoghurt, peach and mango, 2% fat, sugar",50,,,,20
"Soy-Lin, kibbled soy (8%) and linseed (8%) loaf, Bürgen™",36,,,,15
"Soy-Lin™ Muesli, Bürgen®",51,,,,20
"Soya beans, canned #",14,,,,15
"Soya beans, canned in brine, drained, Edgell's™ brand (Simplot Australia, Australia) #",14,,,,15
"Soya beans, dried, boiled #",20,,,,15
"Soya beans, dried, boiled in water with 2 g salt #",15,,,,15
SOYJOY® Almond Chocolate #,20,,,,25
SOYJOY® Banana #,37,,,,25
"SOYJOY® bar, Raisin Almond (Otsuka Pharmaceutical Co. Ltd, Tokyo, Japan), made from whole soy powder #",22,,,,25
SOYJOY® Crispy Vanilla #,30,,,,25
SOYJOY® Crispy White Chocolate Macadamia #,36,,,,25
SOYJOY® Raisin Almond #,7,,,,25
SOYJOY® Strawberry #,26,,,,25
"Soytana™, Vogel’s, soy and linseed bran crunch with sultanas, 20.1 g fiber/100 g",49,,,,20
"Split peas, yellow, boiled 20 min (Nupack, Mississauga, Canada)18 #",32,,,,15
"Split peas, yellow, dried, soaked overnight, boiled 55 min #",25,,,,15
"Sprouted wheat bread, Sprouted 3 Grains bread",55,,,,15
Standard 1.0 Chocolate nutrition formula,31,,,,30
Standard 1.0 Vanilla nutrition formula,26,,,,30
"Strawberries, fresh, raw",40,,,,15
"Strawberry & wildberry dried fruit leather, Sunripe School Straps",40,,,,25
"Strawberry 100% Pure Fruit spread, no added sugar",29,,,,15
"Strawberry Fruit Bar, Kettle Valley",32,,,,25
"Strawberry Fruit Bar, Kettle Valley",34,,,,25
"Strawberry Fruit Bar, Kettle Valley",35,,,,25
"Strawberry Fruit Bar, Kettle Valley",31,,,,25
"Strawberry Fruit Bar, Kettle Valley",35,,,,25
"Strawberry Fruit Bar, Kettle Valley",31,,,,25
"Strawberry Fruit Bar, Kettle Valley",36,,,,25
"Strawberry Fruit Bar, Kettle Valley",30,,,,25
Strawberry fruit leather,29,,,,25
Strawberry jam,51,,,,15
"Strawberry jam, containing apple juice #",47,,,,15
"Strawberry jam, containing sugar #",51,,,,15
"Strawberry, 2.3% fat, prepared from commercial mousse mix with water",32,,,,20
"Strawberry100% Fruit Spread, Cottees™ brand \",46,,,,15
Stringy Bark honey (52% fructose),44,,,,5
"Sucromalt, blend of sucrose and corn syrup",49,,,,5
"Sucrose (Cargill, Belgium) #",48,,,,5
"Sugar honey, non-floral, bees feed sugar solution 2:1 sugar in water #",36,,,,5
"Sugar, from organic fruits (Dolcedì, zucchero da frutta biologica)",23,,,,5
"SUITENA™ sweetener (Fiatec Biosystem Sdn Bhd, Malaysia), containing erythritol, xylitol and stevia #",8,,,,2.5
Sultanas,51,,,,15
"Sultanas, red #",49,,,,15
"Sunflower Seeds & Oats cracker, Ryvita®",48,,,,15
"SuperJuice Greenzone, containing apple, orange and pineapple juice",47,,,,15
"SuperJuice Immune, containing apple juice, pineapple juice and guava puree",47,,,,15
"SuperJuice Kickstart, containing apple juice, blueberry puree and banana puree",39,,,,15
"Sustagen® Diabetic Ready To Drink, Vanilla",30,,,,30
"Sustagen® Diabetic, Vanilla, prepared with water",34,,,,30
"Sustagen® Hospital with extra fiber, drink made from powdered mix, prepared with water",33,,,,30
"Sustagen® Instant Pudding, vanilla, made from powdered mix, prepared with water",27,,,,30
"Sustagen® Sport Chocolate, prepared with water",36,,,,25
"Sustagen® Sport Vanilla, prepared with water",37,,,,25
"Sustagen™, Dutch Chocolate",31,,,,30
Sweet biscuit,47,,,,20
"Sweet corn, 'Honey & Pearl' variety #",37,,,,20
"Sweet corn, cooked #",52,,,,20
"Sweet corn, cooked in microwave for 1.5 min",51,,,,20
"Sweet corn, frozen, reheated in microwave (Green Giant Pillsbury Ltd., Toronto, Canada) #",48,,,,20
"Sweet corn, on the cob, boiled 20 min #",48,,,,20
"Sweet corn, whole kernel, canned, diet-pack, drained (Featherweight, USA) #",47,,,,20
"Sweet potato (Ipomoea batatas), boiled #",44,,,,20
"Sweet potato (Ipomoea batatas), Clarendon cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",46,,,,20
"Sweet potato (Ipomoea batatas), Dor cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",47,,,,20
"Sweet potato (Ipomoea batatas), Eustace cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",49,,,,20
"Sweet potato (Ipomoea batatas), Fire on Land cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",46,,,,20
"Sweet potato (Ipomoea batatas), Ganja cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",41,,,,20
"Sweet potato (Ipomoea batatas), Minda cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",49,,,,20
"Sweet potato (Ipomoea batatas), Ms Mac cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",45,,,,20
"Sweet potato (Ipomoea batatas), NS, peeled, cubed, boiled 30 min",46,,,,20
"Sweet potato (Ipomoea batatas), Quarter Million cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",49,,,,20
"Sweet potato (Ipomoea batatas), Watson cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",43,,,,20
"Sweet potato (Ipomoea batatas), Yellow Belly cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",50,,,,20
"Sweet potato crisps, Red Rock Deli™",41,,,,25
"Sweet potato lattices, processed sweet potato product, baked at 210°C for 18 min",51,,,,20
"Sweet potato, boiled in water with 2 g salt #",48,,,,20
Sweet strawberry fruit leather,33,,,,25
"Sweet strawberry fruit leather, tested with coffee or tea",22,,,,25
"Sweet strawberry fruit leather, tested with water",25,,,,25
Sweetmeal biscuit,39,,,,20
Sweetmeal biscuit,42,,,,20
"T-Diet Plus® Diabet NP (Vegenat S.A., Spain) #",27,,,,30
"Tagatose sugar replacement, Gaio® (Arla Foods, Germany) #",3,,,,2.5
"Tannia, peeled, boiled 30 min, crushed, refrigerated, reheated for 1 min #",52,,,,20
"Tannia, peeled, boiled 30 min, uncrushed (whole), refrigerated, reheated for 1 min #",50,,,,20
Tapion™ nutritional supplement,27,,,,30
"Tarhana soup (wheat flour, yoghurt, tomato, green pepper) #",20,,,,35
"Tarhana soup, traditional Turkish soup with wheat flour, yoghurt, tomato, peppers #",20,,,,20
"Taro, cooked #",48,,,,20
"Thorpedo® Advanced Hydration for Kids, all flavors",11,,,,25
"Thorpedo® Ultra Low GI Energy Water, all flavors",16,,,,25
Thé,41,,,,20
"Tomato & Herb, President's Choice® Blue Menu™ Soupreme",47,,,,20
"Tomato (Solanum lycopersicum), raw #",23,,,,15
"Tomato and vegetable pasta sauce, commercially-prepared",23,,,,20
"Tomato juice, canned, no added sugar",38,,,,15
"Tomato juice, low sodium, President's Choice® Blue Menu™",23,,,,15
"Tomato juice, no added sugar (Campbell's Soup Company, Camden, USA) #",33,,,,10
"Tomato sauce, with extra cheese (Pasta Bake, Dolmio)",35,,,,20
Tomato soup #,38,,,,20
"Tomato soup, condensed, prepared with water",52,,,,20
"Tony Ferguson's Meal Replacement Shake, all flavors, prepared with water",22,,,,20
"Trim bar, Chocorama",31,,,,25
"Trim bar, Mocha flavor",25,,,,25
Tropical dried fruit snack,41,,,,25
"Turkish bread, wholemeal #",49,,,,15
"Ultra-bran™, Vogel's, soy and linseed extruded wheat bran cereal, 30.2 g fiber/100 g",41,,,,20
"Uncle Toby’s® Breakfast Bakes, Apple and Cinnamon",45,,,,20
"Uncle Toby’s® Breakfast Bakes, Classic Peanut Butter",47,,,,20
"Uncle Toby’s® Breakfast Bakes, Honey Almond",50,,,,20
"Uncle Toby’s® Breakfast Bakes, Vanilla & Roasted Cashew",44,,,,20
"Uncle Toby’s® Milk and Oats, Chocolate cereal bar",48,,,,20
"Uncle Toby’s® Milk and Oats, Strawberry cereal bar",50,,,,20
"Uncle Toby’s® Milk and Oats, Vanilla cereal bar",46,,,,20
"Uppuma kedgeree (millet, legumes, fenugreek seeds; roasted and cooked in water) #",18,,,,35
"Uppuma kedgeree (millet, legumes, fenugreek seeds; roasted and cooked in water) #",19,,,,35
"V8® 100% vegetable juice (Campbell's Soup Company, USA) #",43,,,,10
"Vanilla drink with fiber, Build-Up™ nutrient-fortified drink",41,,,,25
"Vanilla frozen yoghurt, President's Choice® Blue Menu™ brand",46,,,,20
"Vegetable Mash, Harvest Veggies with Pasta puree, commercial, for ages 7 – 9 months, Heinz™ Mum’s Recipe",46,,,,10
"Vegetable Mash, Heinz™ Organic Golden commercial, containing pumpkin and sweet potato puree, for aged 4 – 6 months",43,,,,10
"Vegetarian Chili Instant soup, low-fat, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",36,,,,20
"Vitari, frozen fruit dessert, non-dairy (Nestlé, Australia) #",28,,,,15
Vogel’s Cluster Crunch Classic,50,,,,20
"Vogel’s Cluster Crunch, Honey Hazelnut",43,,,,20
Véritable Petit Beurre,51,,,,20
Wasabi peas,41,,,,25
"Watermelon (Citrullus lanatus), raw, red-fleshed, seeded",48,,,,15
"Watermelon (Citrullus lanatus), raw, red-fleshed, seedless",51,,,,15
"Watermelon (Citrullus lanatus), raw, red-fleshed, seedless, blended using an automatic juicer to form a juice",51,,,,15
"Watermelon (Citrullus lanatus), raw, yellow-fleshed, seedless",47,,,,15
"Watermelon (Citrullus vulgaris), raw #",50,,,,15
"Watermelon, raw (Citrullus vulgaris-red variety)",55,,,,15
Wheat and rye bread (75% wheat flour + 10% rye flour + 15% wheat bran) #,40,,,,15
Wheat bread enriched with resistant starch (high amylose waxy maize starch; 8.8 g/serving),40,,,,15
Wheat bread enriched with ß-glucan (6 g per serving),48,,,,15
"Wheat flake bar, containing fructose and extruded oat bran concentrate (6.5% ß-glucan) #",31,,,,20
"Wheat flakes, enriched with extruded oat-bran concentrate (8.1% ß-glucan) #",37,,,,20
"Wheat flour, raw (2005 from Griffith NSW, Chara, Row10, Plot 6:181), consumed suspended in 250 mL water",22,,,,45
"Wheat flour, raw, consumed suspended in water",20,,,,45
Wheat tortilla #,30,,,,15
Wheat tortilla served with refried pinto beans and tomato sauce #,28,,,,50
"Wheat tortilla, made from wheat white flour #",38,,,,15
"Whey protein, consumed with 19.4 g lactose in water #",31,,,,10
"White and wholemeal bread (ratio 1:1), fermented by sourdough lactobacilli (? pH 1.5) and fiber-enriched with oat fiber #",54,,,,15
White bread (60% of white bread flour was substituted by resistant starch from tapioca),51,,,,15
White bread + 15 g psyllium fiber (Plantago psyllium) #,42,,,,15
White bread containing 24 g whole Salba #,54,,,,15
"White bread containing Eurylon® high-amylose maize starch (65-75% amylose15 (INRA, Nantes, France) #",43,,,,15
White bread roll + 3 mg trestatin (pancreatic alpha-amylase inhibitor) #,48,,,,15
White bread roll + 3 mg trestatin (pancreatic alpha-amylase inhibitor) #,40,,,,15
White bread roll + 6 mg trestatin #,29,,,,15
White bread roll + 6 mg trestatin #,42,,,,15
"White bread with 10 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",48,,,,15
"White bread with 15 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",37,,,,15
"White bread with 3 g Sunfibre, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",53,,,,15
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",50,,,,15
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Japan) #",39,,,,15
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",55,,,,15
White bread with added wheatgerm and fiber #,49,,,,15
White bread with coconut oil incorporated into dough #,52,,,,15
White bread with olive oil incorporated into dough #,55,,,,15
"White bread, containing 0.8% Reducose®, lab made",42,,,,15
"White bread, enriched with 12 g Arabinoxylan fiber (soluble fiber), lightly toasted #",42,,,,15
"White bread, gluten free",40,,,,15
"White bread, homemade, frozen, defrosted and toasted #",54,,,,15
"White bread, low GI, high fiber, Tip Top™ EnerGI",54,,,,15
"White bread, prepared with a 10 min prove and a second 2 min proving (low loaf volume)",38,,,,15
"White bread, toasted",50,,,,15
"White rice, NS, boiled #",17,,,,45
"White sandwich bread, low GI, high fiber, Bakers Delight™ Hi Fibre Lo GI",52,,,,15
"White sandwich bread, Low GI, high fiber, Low GI Wonder Active",52,,,,15
"White sandwich bread, low GI, high fiber, Vogel's Wonder White 'Low GI'",54,,,,15
"White sourdough bread, gluten free, sliced",52,,,,15
White wheat bread,51,,,,15
"White wheat bread, enriched with guar gum (15% dry weight basis) #",32,,,,15
"Whole Grain Tortilla, Old El Paso™",50,,,,15
Whole-grain protein cereal,49,,,,20
Whole-wheat bread with dried fruit,47,,,,15
Wholegrain crackers with sesame seeds and rosemary,53,,,,15
"Wholegrain pumpernickel (Holtzheuser Brothers Ltd., Toronto, Canada) #",47,,,,15
"Wholegrain, Ploughman's™ original recipe (Quality Bakers, Australia) #",48,,,,15
"Wholemeal & Seeds bread, Bürgen™",39,,,,15
"Wholemeal and white flour wrap with chia seeds, Mission brand",50,,,,15
"Wholemeal barley bread, flat, thin, soft (20% regular barley flour, 80% high-fiber barley flour) #",43,,,,15
"Wholemeal barley bread, flat, thin, soft (50% regular barley flour, 50% high-fiber barley flour) #",50,,,,15
"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with sourdough (lactic acid) #",54,,,,15
"Wholemeal Country Grain bread, Bakers Delight™",53,,,,15
Wholemeal rye bread #,42,,,,15
"Wholemeal rye bread (75% rye flour with 25% cracked rye grains) (Schilstad bread, Aarhus, Denmark) #",55,,,,15
"Wholemeal rye bread (75% rye flour with 25% cracked rye grains), with dried figs (Schilstad bread, Aarhus, Denmark) #",54,,,,15
Wholemeal rye bread with intact grains and sunflower seeds,55,,,,15
"Wholemeal sliced bread, High fibre Performax™",38,,,,15
Wholewheat crackers with pumpkin and thyme,36,,,,15
"Wholewheat sticks, crunchy, yeast extract flavored",50,,,,15
Wild berry dried fruit snack,35,,,,25
Wild Oats Cluster Crunch Hazelnut Chocolate,43,,,,20
"Winter Squash, President's Choice® Blue Menu™ Soupreme",41,,,,20
Xylose Sugar (90% sucrose + 10% D-Xylose),52,,,,5
"Yakult® Light, fermented milk drink with Lactobacillus casei",36,,,,25
"Yam (Chinese sweet potato; Ipomoea batatas L. Lam), skin peeled, cut into 5 cm cubes, steamed by rice cooker",37,,,,20
"Yam, boiled in water with 2 g salt #",51,,,,20
"Yam, peeled, boiled",35,,,,20
"Yam, peeled, boiled #",25,,,,20
"Yam, steamed",51,,,,20
Yapunya honey (42 % fructose),52,,,,5
Yellow box honey (46% fructose),35,,,,5
"Yellow peas, boiled #",43,,,,15
Yellow teparies broth (Phaseolus acutifolius) #,29,,,,35
"Yellow yam (Dioscorea cayenensis-rotundata), Kponan variety, peeled, cut into 18 mm slices, cooked at 210oC for 20 min #",51,,,,20
"Yoghurt drink, reduced-fat, tropical passionfruit",38,,,,20
"Yoghurt drink, Wildberry Yoghurt on the Go",19,,,,50
"Yoghurt, black cherry",17,,,,20
"Yoghurt, champagne rhubarb (Finest, UK) #",49,,,,20
"Yoghurt, Devonshire fudge",37,,,,20
"Yoghurt, Greek style, honey topped (UK)",36,,,,20
"Yoghurt, Jalna Bush Honey Bio Dynamic (Jalna Dairy Foods, VIC, Australia) #",26,,,,20
"Yoghurt, Jalna Premium Creamy Vanilla",18,,,,20
"Yoghurt, low fat, natural",35,,,,20
"Yoghurt, low-fat, fruit, sugar, Ski™ (Dairy Farmers, Australia) #",33,,,,20
"Yoghurt, low-fat, toffee #",51,,,,20
"Yoghurt, NS #",36,,,,20
"Yoghurt, orange blossom (Finest, UK) #",42,,,,20
"Yoghurt, peach & apricot",28,,,,20
"Yoghurt, probiotic, prune",44,,,,20
"Yoghurt, probiotic, raspberry",45,,,,20
"Yoghurt, probiotic, strawberry #",52,,,,20
"Yoghurt, raspberry",43,,,,20
"Yoghurt, red fruit: Morello cherry",35,,,,20
"Yoghurt, red fruit: raspberry and black cherry",37,,,,20
"Yoghurt, red fruit: raspberry and cranberry (Healthy Living Light, UK) #",42,,,,20
"Yoghurt, reduced-fat, strawberry #",38,,,,20
"Yoghurt, Scottish raspberry",32,,,,20
"Yoghurt, strawberry",30,,,,20
"Yoghurt, strawberry",44,,,,20
"Yoghurt, Strawberry #",38,,,,20
"Yoghurt, Strawberry #",51,,,,20
"Yoghurt, Strawberry (Healthy Living Light, UK) #",45,,,,20
"Yoghurt, strawberry and cream",41,,,,20
"Yoghurt, summer fruit: apricot",11,,,,20
"Yoghurt, summer fruit: peach and vanilla",26,,,,20
"Yoghurt, summer fruit: raspberry",28,,,,20
"Yoghurt, summer fruit: strawberry",36,,,,20
"Yoghurt, toffee (Healthy Living Light, UK) #",41,,,,20
"Yoghurt, tropical fruit: guava and passionfruit",24,,,,20
"Yoghurt, tropical fruit: mango",32,,,,20
"Yoghurt, tropical fruit: peach and apricot",27,,,,20
"Yoghurt, tropical pineapple",38,,,,20
"Yoghurt, Valencia orange",34,,,,20
"Yoghurt, vanilla (Healthy Living Light, UK) #",47,,,,20
"Yoghurt, Yitangping",21,,,,20
"Yoghurt, Yitangping",21,,,,25
"Youghurt, low-fat, fruit, aspartame, Ski™ (Dairy Farmers, Australia) #",14,,,,20
ZANHUO/ManaGI Egg Yolk Pastry,28,,,,30
ZANHUO/ManaGI Matcha Crispbread,53,,,,15
ZANHUO/ManaGI Milky Crispbread,53,,,,15
ZANHUO/ManaGI Oat Bread (Americano Flavor),42,,,,15
ZANHUO/ManaGI Oat Bread (Original Flavor),52,,,,15
"Zùsto® sweetener (Zùsto, NV), containing polydextrose, erythritol, inulin, fructo-oligosaccharides, maltodextrins, isomaltulose and sucralose #",22,,,,2.5
